"Name","Family","Source","Rarity","Size","Type","Traits","Level","Spoilers?"
"<u><a href=""NPCs.aspx?ID=1565"">Corrupt Guards</a></u>","—","<u><a href=""Sources.aspx?ID=13"" title=""Pathfinder #148: Fires of the Haunted City"">Pathfinder #148</a></u>","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","Medium","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=54"">Dwarf</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","12","Pathfinder #148: Fires of the Haunted City"
"<u><a href=""Monsters.aspx?ID=1103"">Corrupted Relic</a></u>","—","<u><a href=""Sources.aspx?ID=66"" title=""Bestiary 3"">Bestiary 3</a></u>","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","Medium","<u><a href=""Traits.aspx?ID=149"">Spirit</a></u>, <u><a href=""Traits.aspx?ID=160"">Undead</a></u>","<u><a href=""Traits.aspx?ID=222"">Incorporeal</a></u>, <u><a href=""Traits.aspx?ID=149"">Spirit</a></u>, <u><a href=""Traits.aspx?ID=160"">Undead</a></u>","4","—"
"<u><a href=""Monsters.aspx?ID=518"">Counteflora</a></u>","—","<u><a href=""Sources.aspx?ID=29"" title=""Pathfinder #153: Life's Long Shadow"">Pathfinder #153</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Large","<u><a href=""Traits.aspx?ID=125"">Plant</a></u>","<u><a href=""Traits.aspx?ID=125"">Plant</a></u>","10","—"
"<u><a href=""Monsters.aspx?ID=284"">Crag Linnorm</a></u>","<u><a href=""MonsterFamilies.aspx?ID=69"">Linnorm</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Gargantuan","<u><a href=""Traits.aspx?ID=50"">Dragon</a></u>","<u><a href=""Traits.aspx?ID=50"">Dragon</a></u>, <u><a href=""Traits.aspx?ID=72"">Fire</a></u>","14","—"
"<u><a href=""Monsters.aspx?ID=589"">Crawling Hand</a></u>","<u><a href=""MonsterFamilies.aspx?ID=130"">Crawling Hand</a></u>","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Tiny","<u><a href=""Traits.aspx?ID=160"">Undead</a></u>","<u><a href=""Traits.aspx?ID=160"">Undead</a></u>","-1","—"
"<u><a href=""Monsters.aspx?ID=75"">Crimson Worm</a></u>","<u><a href=""MonsterFamilies.aspx?ID=21"">Cave Worm</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","Gargantuan","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>, <u><a href=""Traits.aspx?ID=72"">Fire</a></u>","18","—"
"<u><a href=""Monsters.aspx?ID=84"">Crocodile</a></u>","<u><a href=""MonsterFamilies.aspx?ID=24"">Crocodile</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Large","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","2","—"
"<u><a href=""Monsters.aspx?ID=1108"">Crossroads Guardian</a></u>","—","<u><a href=""Sources.aspx?ID=66"" title=""Bestiary 3"">Bestiary 3</a></u>","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","Medium","<u><a href=""Traits.aspx?ID=69"">Fey</a></u>","<u><a href=""Traits.aspx?ID=69"">Fey</a></u>","7","—"
"<u><a href=""Monsters.aspx?ID=479"">Crucidaemon</a></u>","<u><a href=""MonsterFamilies.aspx?ID=26"">Daemon</a></u>","<u><a href=""Sources.aspx?ID=14"" title=""Pathfinder #149: Against the Scarlet Triad"">Pathfinder #149</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=70"">Fiend</a></u>","<u><a href=""Traits.aspx?ID=213"">Daemon</a></u>, <u><a href=""Traits.aspx?ID=70"">Fiend</a></u>","15","—"
"<u><a href=""Monsters.aspx?ID=519"">Cu Sith</a></u>","—","<u><a href=""Sources.aspx?ID=29"" title=""Pathfinder #153: Life's Long Shadow"">Pathfinder #153</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Large","<u><a href=""Traits.aspx?ID=69"">Fey</a></u>","<u><a href=""Traits.aspx?ID=69"">Fey</a></u>","7","—"
"<u><a href=""Monsters.aspx?ID=591"">Culdewen</a></u>","—","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Small","<u><a href=""Traits.aspx?ID=69"">Fey</a></u>","<u><a href=""Traits.aspx?ID=207"">Amphibious</a></u>, <u><a href=""Traits.aspx?ID=69"">Fey</a></u>","7","—"
"<u><a href=""NPCs.aspx?ID=930"">Cult Leader</a></u>","<u><a href=""MonsterFamilies.aspx?ID=191"">Mystics</a></u>","<u><a href=""Sources.aspx?ID=22"" title=""Gamemastery Guide"">Gamemastery Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=90"">Human</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","7","—"
"<u><a href=""NPCs.aspx?ID=927"">Cultist</a></u>","<u><a href=""MonsterFamilies.aspx?ID=191"">Mystics</a></u>","<u><a href=""Sources.aspx?ID=22"" title=""Gamemastery Guide"">Gamemastery Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=90"">Human</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","1","—"
"<u><a href=""Monsters.aspx?ID=1319"">Cunning Guide</a></u>","<u><a href=""MonsterFamilies.aspx?ID=264"">Spirit Guide</a></u>","<u><a href=""Sources.aspx?ID=66"" title=""Bestiary 3"">Bestiary 3</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Small","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>, <u><a href=""Traits.aspx?ID=149"">Spirit</a></u>","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>, <u><a href=""Traits.aspx?ID=222"">Incorporeal</a></u>, <u><a href=""Traits.aspx?ID=149"">Spirit</a></u>","1","—"
"<u><a href=""Monsters.aspx?ID=86"">Cyclops</a></u>","<u><a href=""MonsterFamilies.aspx?ID=25"">Cyclops</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Large","<u><a href=""Traits.aspx?ID=79"">Giant</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=79"">Giant</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","5","—"
"<u><a href=""Monsters.aspx?ID=772"">Cythnigot</a></u>","<u><a href=""MonsterFamilies.aspx?ID=146"">Qlippoth</a></u>","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Tiny","<u><a href=""Traits.aspx?ID=70"">Fiend</a></u>","<u><a href=""Traits.aspx?ID=70"">Fiend</a></u>, <u><a href=""Traits.aspx?ID=306"">Qlippoth</a></u>","1","—"
"<u><a href=""Monsters.aspx?ID=53"">Daeodon</a></u>","<u><a href=""MonsterFamilies.aspx?ID=15"">Boar</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Large","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","4","—"
"<u><a href=""Monsters.aspx?ID=465"">Dalos</a></u>","—","<u><a href=""Sources.aspx?ID=13"" title=""Pathfinder #148: Fires of the Haunted City"">Pathfinder #148</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Huge","<u><a href=""Traits.aspx?ID=69"">Fey</a></u>","<u><a href=""Traits.aspx?ID=55"">Earth</a></u>, <u><a href=""Traits.aspx?ID=69"">Fey</a></u>, <u><a href=""Traits.aspx?ID=72"">Fire</a></u>","13","—"
"<u><a href=""Monsters.aspx?ID=1621"">Damibwa</a></u>","—","<u><a href=""Sources.aspx?ID=97"" title=""Pathfinder #170: Spoken on the Song Wind"">Pathfinder #170</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","4","—"
"<u><a href=""Monsters.aspx?ID=1341"">Danava Titan</a></u>","<u><a href=""MonsterFamilies.aspx?ID=205"">Titan</a></u>","<u><a href=""Sources.aspx?ID=66"" title=""Bestiary 3"">Bestiary 3</a></u>","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","Gargantuan","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>, <u><a href=""Traits.aspx?ID=316"">Titan</a></u>, <u><a href=""Traits.aspx?ID=165"">Water</a></u>","23","—"
"<u><a href=""NPCs.aspx?ID=939"">Dancer</a></u>","<u><a href=""MonsterFamilies.aspx?ID=193"">Performers</a></u>","<u><a href=""Sources.aspx?ID=22"" title=""Gamemastery Guide"">Gamemastery Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=90"">Human</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","1","—"
"<u><a href=""Monsters.aspx?ID=1519"">Dancing Night Parade</a></u>","—","<u><a href=""Sources.aspx?ID=87"" title=""Pathfinder #168: King of the Mountain"">Pathfinder #168</a></u>","<u><a href=""Traits.aspx?ID=161"">Unique</a></u>","Gargantuan","<u><a href=""Traits.aspx?ID=149"">Spirit</a></u>","<u><a href=""Traits.aspx?ID=149"">Spirit</a></u>, <u><a href=""Traits.aspx?ID=367"">Troop</a></u>","19","Pathfinder #168: King of the Mountain"
"<u><a href=""Monsters.aspx?ID=344"">Dandasuka</a></u>","<u><a href=""MonsterFamilies.aspx?ID=85"">Rakshasa</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Small","<u><a href=""Traits.aspx?ID=70"">Fiend</a></u>","<u><a href=""Traits.aspx?ID=70"">Fiend</a></u>, <u><a href=""Traits.aspx?ID=233"">Rakshasa</a></u>","5","—"
"<u><a href=""Monsters.aspx?ID=306"">Dark Naga</a></u>","<u><a href=""MonsterFamilies.aspx?ID=75"">Naga</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Large","<u><a href=""Traits.aspx?ID=1"">Aberration</a></u>","<u><a href=""Traits.aspx?ID=1"">Aberration</a></u>","7","—"
"<u><a href=""Monsters.aspx?ID=296"">Deadly Mantis</a></u>","<u><a href=""MonsterFamilies.aspx?ID=72"">Mantis, Giant</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Gargantuan","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","11","—"
"<u><a href=""Monsters.aspx?ID=466"">Deculi</a></u>","—","<u><a href=""Sources.aspx?ID=13"" title=""Pathfinder #148: Fires of the Haunted City"">Pathfinder #148</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Large","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>","<u><a href=""Traits.aspx?ID=20"">Beast</a></u>","12","—"
"<u><a href=""Monsters.aspx?ID=96"">Deep Gnome Rockwarden</a></u>","<u><a href=""MonsterFamilies.aspx?ID=27"">Deep Gnome</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Small","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=80"">Gnome</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","5","—"
"<u><a href=""Monsters.aspx?ID=93"">Deep Gnome Scout</a></u>","<u><a href=""MonsterFamilies.aspx?ID=27"">Deep Gnome</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Small","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=80"">Gnome</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","1","—"
"<u><a href=""Monsters.aspx?ID=94"">Deep Gnome Warrior</a></u>","<u><a href=""MonsterFamilies.aspx?ID=27"">Deep Gnome</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Small","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=80"">Gnome</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","2","—"
"<u><a href=""Monsters.aspx?ID=1382"">Deepwater Dhuthorex</a></u>","<u><a href=""MonsterFamilies.aspx?ID=283"">Dhuthorex</a></u>","<u><a href=""Sources.aspx?ID=81"" title=""Pathfinder #165: Eyes of Empty Death"">Pathfinder #165</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Large","<u><a href=""Traits.aspx?ID=1"">Aberration</a></u>","<u><a href=""Traits.aspx?ID=1"">Aberration</a></u>, <u><a href=""Traits.aspx?ID=168"">Aquatic</a></u>","9","—"
"<u><a href=""Monsters.aspx?ID=1116"">Deimavigga</a></u>","<u><a href=""MonsterFamilies.aspx?ID=30"">Devil</a></u>","<u><a href=""Sources.aspx?ID=66"" title=""Bestiary 3"">Bestiary 3</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=70"">Fiend</a></u>","<u><a href=""Traits.aspx?ID=44"">Devil</a></u>, <u><a href=""Traits.aspx?ID=70"">Fiend</a></u>","17","—"
"<u><a href=""Monsters.aspx?ID=118"">Deinonychus</a></u>","<u><a href=""MonsterFamilies.aspx?ID=32"">Dinosaur</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>, <u><a href=""Traits.aspx?ID=45"">Dinosaur</a></u>","2","—"
"<u><a href=""Monsters.aspx?ID=85"">Deinosuchus</a></u>","<u><a href=""MonsterFamilies.aspx?ID=24"">Crocodile</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Huge","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","9","—"
"<u><a href=""Monsters.aspx?ID=283"">Demilich</a></u>","<u><a href=""MonsterFamilies.aspx?ID=68"">Lich</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","Tiny","<u><a href=""Traits.aspx?ID=160"">Undead</a></u>","<u><a href=""Traits.aspx?ID=160"">Undead</a></u>","15","—"
"<u><a href=""NPCs.aspx?ID=931"">Demonologist</a></u>","<u><a href=""MonsterFamilies.aspx?ID=191"">Mystics</a></u>","<u><a href=""Sources.aspx?ID=22"" title=""Gamemastery Guide"">Gamemastery Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=90"">Human</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","7","—"
"<u><a href=""Monsters.aspx?ID=604"">Denizen of Leng</a></u>","—","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Medium","<u><a href=""Traits.aspx?ID=1"">Aberration</a></u>, <u><a href=""Traits.aspx?ID=299"">Dream</a></u>","<u><a href=""Traits.aspx?ID=1"">Aberration</a></u>, <u><a href=""Traits.aspx?ID=299"">Dream</a></u>","8","—"
"<u><a href=""Monsters.aspx?ID=594"">Derghodaemon</a></u>","<u><a href=""MonsterFamilies.aspx?ID=26"">Daemon</a></u>","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Large","<u><a href=""Traits.aspx?ID=70"">Fiend</a></u>","<u><a href=""Traits.aspx?ID=213"">Daemon</a></u>, <u><a href=""Traits.aspx?ID=70"">Fiend</a></u>","12","—"
"<u><a href=""Monsters.aspx?ID=107"">Dero Magister</a></u>","<u><a href=""MonsterFamilies.aspx?ID=29"">Dero</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Small","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=214"">Dero</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","5","—"
"<u><a href=""Monsters.aspx?ID=105"">Dero Stalker</a></u>","<u><a href=""MonsterFamilies.aspx?ID=29"">Dero</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Small","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=214"">Dero</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","2","—"
"<u><a href=""Monsters.aspx?ID=106"">Dero Strangler</a></u>","<u><a href=""MonsterFamilies.aspx?ID=29"">Dero</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Small","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=214"">Dero</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","3","—"
"<u><a href=""Monsters.aspx?ID=1412"">Desecrated Guardian</a></u>","—","<u><a href=""Sources.aspx?ID=87"" title=""Pathfinder #168: King of the Mountain"">Pathfinder #168</a></u>","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","Gargantuan","<u><a href=""Traits.aspx?ID=35"">Construct</a></u>","<u><a href=""Traits.aspx?ID=35"">Construct</a></u>","18","—"
"<u><a href=""Monsters.aspx?ID=164"">Desert Drake</a></u>","<u><a href=""MonsterFamilies.aspx?ID=36"">Drake</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Large","<u><a href=""Traits.aspx?ID=50"">Dragon</a></u>","<u><a href=""Traits.aspx?ID=50"">Dragon</a></u>, <u><a href=""Traits.aspx?ID=55"">Earth</a></u>","8","—"
"<u><a href=""Monsters.aspx?ID=1167"">Desert Giant</a></u>","<u><a href=""MonsterFamilies.aspx?ID=53"">Giant</a></u>","<u><a href=""Sources.aspx?ID=66"" title=""Bestiary 3"">Bestiary 3</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Large","<u><a href=""Traits.aspx?ID=79"">Giant</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=79"">Giant</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","9","—"
"<u><a href=""NPCs.aspx?ID=962"">Despot</a></u>","<u><a href=""MonsterFamilies.aspx?ID=198"">Villains</a></u>","<u><a href=""Sources.aspx?ID=22"" title=""Gamemastery Guide"">Gamemastery Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=90"">Human</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","5","—"
"<u><a href=""Monsters.aspx?ID=605"">Destrachan</a></u>","—","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Large","<u><a href=""Traits.aspx?ID=1"">Aberration</a></u>","<u><a href=""Traits.aspx?ID=1"">Aberration</a></u>","8","—"
"<u><a href=""Monsters.aspx?ID=612"">Devourer</a></u>","—","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Large","<u><a href=""Traits.aspx?ID=160"">Undead</a></u>","<u><a href=""Traits.aspx?ID=160"">Undead</a></u>","11","—"
"<u><a href=""Monsters.aspx?ID=115"">Dezullon</a></u>","—","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=125"">Plant</a></u>","<u><a href=""Traits.aspx?ID=125"">Plant</a></u>","10","—"
"<u><a href=""Monsters.aspx?ID=116"">Dhampir Wizard</a></u>","<u><a href=""MonsterFamilies.aspx?ID=31"">Dhampir</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Medium","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=215"">Dhampir</a></u>, <u><a href=""Traits.aspx?ID=90"">Human</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","2","—"
"<u><a href=""Monsters.aspx?ID=771"">Dig-Widget</a></u>","—","<u><a href=""Sources.aspx?ID=32"" title=""Bestiary 2"">Bestiary 2</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Small","<u><a href=""Traits.aspx?ID=35"">Construct</a></u>","<u><a href=""Traits.aspx?ID=35"">Construct</a></u>, <u><a href=""Traits.aspx?ID=108"">Mindless</a></u>","5","—"
"<u><a href=""Monsters.aspx?ID=416"">Dire Wolf</a></u>","<u><a href=""MonsterFamilies.aspx?ID=101"">Wolf</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","Large","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","<u><a href=""Traits.aspx?ID=9"">Animal</a></u>","3","—"
"<u><a href=""Monsters.aspx?ID=1137"">Divine Warden Of Brigh</a></u>","<u><a href=""MonsterFamilies.aspx?ID=279"">Divine Warden</a></u>","<u><a href=""Sources.aspx?ID=78"" title=""Pathfinder Bestiary 3 Bonus Monster"">Pathfinder Bestiary 3 Bonus Monster</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Medium","<u><a href=""Traits.aspx?ID=35"">Construct</a></u>","<u><a href=""Traits.aspx?ID=331"">Clockwork</a></u>, <u><a href=""Traits.aspx?ID=35"">Construct</a></u>, <u><a href=""Traits.aspx?ID=48"">Divine</a></u>, <u><a href=""Traits.aspx?ID=108"">Mindless</a></u>","10","—"
"<u><a href=""Monsters.aspx?ID=1121"">Divine Warden Of Nethys</a></u>","<u><a href=""MonsterFamilies.aspx?ID=279"">Divine Warden</a></u>","<u><a href=""Sources.aspx?ID=66"" title=""Bestiary 3"">Bestiary 3</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Large","<u><a href=""Traits.aspx?ID=35"">Construct</a></u>","<u><a href=""Traits.aspx?ID=35"">Construct</a></u>, <u><a href=""Traits.aspx?ID=108"">Mindless</a></u>","5","—"
"<u><a href=""Monsters.aspx?ID=212"">Djinni</a></u>","<u><a href=""MonsterFamilies.aspx?ID=50"">Genie</a></u>","<u><a href=""Sources.aspx?ID=2"" title=""Bestiary"">Bestiary</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","Large","<u><a href=""Traits.aspx?ID=57"">Elemental</a></u>","<u><a href=""Traits.aspx?ID=5"">Air</a></u>, <u><a href=""Traits.aspx?ID=57"">Elemental</a></u>, <u><a href=""Traits.aspx?ID=216"">Genie</a></u>","5","—"
"<u><a href=""NPCs.aspx?ID=1536"">Dmiri Yoltosha</a></u>","—","<u><a href=""Sources.aspx?ID=4"" title=""Pathfinder #145: Hellknight Hill"">Pathfinder #145</a></u>","<u><a href=""Traits.aspx?ID=161"">Unique</a></u>","Medium","<u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","<u><a href=""Traits.aspx?ID=268"">Hobgoblin</a></u>, <u><a href=""Traits.aspx?ID=91"">Humanoid</a></u>","4","Pathfinder #145: Hellknight Hill"
